"","lon","lat","HUNDRED_BLOCK","count","address"
"8952",-122.839967,49.1867253,"13800 101A AVE",4,"13800 101A AVE Surrey"
"8953",-122.8397636,49.0346564,"13800 18TH AVE",4,"13800 18TH AVE Surrey"
"8954",-122.8399293,49.1118602,"13800 60TH AVE",4,"13800 60TH AVE Surrey"
"8955",-122.83989,49.2032446,"13800 HARPER RD",4,"13800 HARPER RD Surrey"
"8956",-122.8382404,49.184208,"138A ST / 100TH AVE",4,"138A ST / 100TH AVE Surrey"
"8957",-122.8384244,49.191583,"138A ST / 104TH AVE",4,"138A ST / 104TH AVE Surrey"
"8958",-122.8397276,49.1934775,"138TH ST / 105TH AVE",4,"138TH ST / 105TH AVE Surrey"
"8959",-122.839652,49.1974821,"138TH ST / 107A AVE",4,"138TH ST / 107A AVE Surrey"
"8960",-122.839911,49.1154669,"138TH ST / 62ND AVE",4,"138TH ST / 62ND AVE Surrey"
"8961",-122.8374666,49.2005997,"13900 109TH AVE",4,"13900 109TH AVE Surrey"
"8962",-122.83773,49.0447038,"13900 23A AVE",4,"13900 23A AVE Surrey"
"8963",-122.8367547,49.0482645,"13900 25A AVE",4,"13900 25A AVE Surrey"
"8964",-122.803425,49.0624968,"13900 33RD AVE",4,"13900 33RD AVE Surrey"
"8965",-122.8371346,49.1823504,"13915 FRASER HWY",4,"13915 FRASER HWY Surrey"
"8966",-122.8454424,49.027878,"1400 136TH ST",4,"1400 136TH ST Surrey"
"8967",-122.7970881,49.0315959,"14000 16A AVE",4,"14000 16A AVE Surrey"
"8968",-122.834362,49.0311603,"14000 16TH AVE",4,"14000 16TH AVE Surrey"
"8969",-122.8330483,49.0336753,"14000 17B AVE",4,"14000 17B AVE Surrey"
"8970",-122.8323237,49.0588369,"14000 31A AVE",4,"14000 31A AVE Surrey"
"8971",-122.8344766,49.1045254,"14000 56TH AVE",4,"14000 56TH AVE Surrey"
"8972",-122.8336974,49.1126181,"14000 60A AVE",4,"14000 60A AVE Surrey"
"8973",-122.8737819,49.132127,"14000 71ST AVE",4,"14000 71ST AVE Surrey"
"8974",-122.6958086,49.1344857,"14000 72A AVE",4,"14000 72A AVE Surrey"
"8975",-122.8344712,49.1372641,"14000 74TH AVE",4,"14000 74TH AVE Surrey"
"8976",-122.8343949,49.0420243,"140TH ST / 22ND AVE",4,"140TH ST / 22ND AVE Surrey"
"8977",-122.8343826,49.1118535,"140TH ST / 60TH AVE",4,"140TH ST / 60TH AVE Surrey"
"8978",-122.833694,49.126497,"140TH ST / 68TH AVE",4,"140TH ST / 68TH AVE Surrey"
"8979",-122.8351742,49.1297279,"140TH ST / 70TH AVE",4,"140TH ST / 70TH AVE Surrey"
"8980",-122.834443,49.132252,"140TH ST / 71A AVE",4,"140TH ST / 71A AVE Surrey"
"8981",-122.834568,49.1492516,"140TH ST / 80B AVE",4,"140TH ST / 80B AVE Surrey"
"8982",-122.8345568,49.1747343,"140TH ST / 94A AVE",4,"140TH ST / 94A AVE Surrey"
"8983",-122.8318428,49.0455189,"14100 24TH AVE",4,"14100 24TH AVE Surrey"
"8984",-122.8312058,49.110889,"14100 59A AVE",4,"14100 59A AVE Surrey"
"8985",-122.8311838,49.1136411,"14100 61ST AVE",4,"14100 61ST AVE Surrey"
"8986",-122.8307897,49.1248381,"14100 67TH AVE",4,"14100 67TH AVE Surrey"
"8987",-122.8317339,49.1351099,"14100 73RD AVE",4,"14100 73RD AVE Surrey"
"8988",-122.8089256,49.1580666,"14100 85A AVE",4,"14100 85A AVE Surrey"
"8989",-122.8309745,49.1627698,"141A ST / 88TH AVE",4,"141A ST / 88TH AVE Surrey"
"8990",-122.8315865,49.0457173,"141ST ST / 24TH AVE",4,"141ST ST / 24TH AVE Surrey"
"8991",-122.8281781,49.1402296,"14200 75B AVE",4,"14200 75B AVE Surrey"
"8992",-122.828887,49.1389132,"14200 75TH AVE",4,"14200 75TH AVE Surrey"
"8993",-122.8275319,49.1700869,"14200 92ND AVE",4,"14200 92ND AVE Surrey"
"8994",-122.8288999,49.133653,"14200 BLOCK 72ND AVE",4,"14200 BLOCK 72ND AVE Surrey"
"8995",-122.8284355,49.0966837,"14200 COLEBROOK RD",4,"14200 COLEBROOK RD Surrey"
"8996",-122.8287374,49.0671041,"14200 CRESCENT RD",4,"14200 CRESCENT RD Surrey"
"8997",-122.8259246,49.1860693,"14300 101ST AVE",4,"14300 101ST AVE Surrey"
"8998",-122.8010844,49.0338435,"14300 17A AVE",4,"14300 17A AVE Surrey"
"8999",-122.8003771,49.0329355,"14300 17TH AVE",4,"14300 17TH AVE Surrey"
"9000",-122.8252248,49.0373729,"14300 19B AVE",4,"14300 19B AVE Surrey"
"9001",-122.8041483,49.0359646,"14300 19TH AVE",4,"14300 19TH AVE Surrey"
"9002",-122.7665662,49.0467239,"14300 24A AVE",4,"14300 24A AVE Surrey"
"9003",-122.8260332,49.0568838,"14300 30TH AVE",4,"14300 30TH AVE Surrey"
"9004",-122.8244416,49.061126,"14300 32B AVE",4,"14300 32B AVE Surrey"
"9005",-122.8260312,49.0677889,"14300 36A AVE",4,"14300 36A AVE Surrey"
"9006",-122.826443,49.1648415,"14300 89TH AVE",4,"14300 89TH AVE Surrey"
"9007",-122.8256038,49.2075604,"14300 CURRIE DR",4,"14300 CURRIE DR Surrey"
"9008",-122.8230734,49.1861001,"14400 101ST AVE",4,"14400 101ST AVE Surrey"
"9009",-122.8230496,49.0370324,"14400 19A AVE",4,"14400 19A AVE Surrey"
"9010",-122.8041483,49.0359646,"14400 19TH AVE",4,"14400 19TH AVE Surrey"
"9011",-122.8236193,49.0526459,"14400 28TH AVE",4,"14400 28TH AVE Surrey"
"9012",-122.8031236,49.0543491,"14400 29A AVE",4,"14400 29A AVE Surrey"
"9013",-122.830556,49.0575111,"14400 30A AVE",4,"14400 30A AVE Surrey"
"9014",-122.8233726,49.1528935,"14400 82A AVE",4,"14400 82A AVE Surrey"
"9015",-122.8223354,49.2055314,"14400 MELROSE DR",4,"14400 MELROSE DR Surrey"
"9016",-122.8215452,49.1014064,"144A ST / KING GEORGE BLVD",4,"144A ST / KING GEORGE BLVD Surrey"
"9017",-122.8213039,49.1262301,"144B ST / 68TH AVE",4,"144B ST / 68TH AVE Surrey"
"9018",-122.8232749,49.0529973,"144TH ST / 28TH AVE",4,"144TH ST / 28TH AVE Surrey"
"9019",-122.8233318,49.1210958,"144TH ST / 65TH AVE",4,"144TH ST / 65TH AVE Surrey"
"9020",-122.823336,49.1271861,"144TH ST / 68A AVE",4,"144TH ST / 68A AVE Surrey"
"9021",-122.8233366,49.1294938,"144TH ST / 69B AVE",4,"144TH ST / 69B AVE Surrey"
"9022",-122.8234166,49.1523926,"144TH ST / 82ND AVE",4,"144TH ST / 82ND AVE Surrey"
"9023",-122.8234188,49.1669206,"144TH ST / 90TH AVE",4,"144TH ST / 90TH AVE Surrey"
"9024",-122.8206225,49.1840681,"14500 100TH AVE",4,"14500 100TH AVE Surrey"
"9025",-122.8207141,49.0309758,"14500 16TH AVE",4,"14500 16TH AVE Surrey"
"9026",-122.8206736,49.0346028,"14500 18TH AVE",4,"14500 18TH AVE Surrey"
"9027",-122.8203457,49.0556725,"14500 29A AVE",4,"14500 29A AVE Surrey"
"9028",-122.8206228,49.0564419,"14500 30TH AVE",4,"14500 30TH AVE Surrey"
"9029",-122.8185323,49.1249373,"14500 67A AVE",4,"14500 67A AVE Surrey"
"9030",-122.8201326,49.183777,"14600 100TH AVE",4,"14600 100TH AVE Surrey"
"9031",-122.8040353,49.0523677,"14600 28TH AVE",4,"14600 28TH AVE Surrey"
"9032",-122.8163613,49.0551809,"14600 29TH AVE",4,"14600 29TH AVE Surrey"
"9033",-122.8177121,49.1081877,"14600 58TH AVE",4,"14600 58TH AVE Surrey"
"9034",-122.8177648,49.11464,"14600 61A AVE",4,"14600 61A AVE Surrey"
"9035",-122.8187033,49.1138749,"14600 61ST AVE",4,"14600 61ST AVE Surrey"
"9036",-122.8162649,49.1165325,"14600 63RD AVE",4,"14600 63RD AVE Surrey"
"9037",-122.8181625,49.1645276,"14600 89TH AVE",4,"14600 89TH AVE Surrey"
"9038",-122.8178429,49.1045427,"146TH ST / 56TH AVE",4,"146TH ST / 56TH AVE Surrey"
"9039",-122.8040353,49.0523677,"14700 28TH AVE",4,"14700 28TH AVE Surrey"
"9040",-122.716997,49.104553,"14700 56A AVE",4,"14700 56A AVE Surrey"
"9041",-122.8144113,49.1096763,"14700 58B AVE",4,"14700 58B AVE Surrey"
"9042",-122.8139091,49.1197448,"14700 UPLAND RD",4,"14700 UPLAND RD Surrey"
"9043",-122.8149929,49.0665891,"14700 WINTER CRES",4,"14700 WINTER CRES Surrey"
"9044",-122.8121923,49.0355056,"14800 18A AVE",4,"14800 18A AVE Surrey"
"9045",-122.7657462,49.0402156,"14800 21ST AVE",4,"14800 21ST AVE Surrey"
"9046",-122.7052318,49.0472296,"14800 25TH AVE",4,"14800 25TH AVE Surrey"
"9047",-122.8111213,49.1056297,"14800 56B AVE",4,"14800 56B AVE Surrey"
"9048",-122.8120946,49.12169,"14800 65A AVE",4,"14800 65A AVE Surrey"
"9049",-122.8585341,49.152473,"14800 82A AVE",4,"14800 82A AVE Surrey"
"9050",-122.810566,49.151902,"14800 82ND AVE",4,"14800 82ND AVE Surrey"
"9051",-122.810819,49.1543168,"14800 83A AVE",4,"14800 83A AVE Surrey"
"9052",-122.806846,49.1689729,"14800 91A AVE",4,"14800 91A AVE Surrey"
"9053",-122.8098055,49.0374886,"14800 SOUTHMERE PL",4,"14800 SOUTHMERE PL Surrey"
"9054",-122.812465,49.196915,"148TH ST / 107TH AVE",4,"148TH ST / 107TH AVE Surrey"
"9055",-122.8122269,49.035668,"148TH ST / 18A AVE",4,"148TH ST / 18A AVE Surrey"
"9056",-122.8121971,49.040655,"148TH ST / 21A AVE",4,"148TH ST / 21A AVE Surrey"
"9057",-122.8123513,49.0566717,"148TH ST / 30TH AVE",4,"148TH ST / 30TH AVE Surrey"
"9058",-122.812228,49.113696,"148TH ST / 61ST AVE",4,"148TH ST / 61ST AVE Surrey"
"9059",-122.811993,49.188164,"148TH ST / HALSTEAD PL",4,"148TH ST / HALSTEAD PL Surrey"
"9060",-122.8131628,49.0612847,"148TH ST / KING GEORGE BOULEVARD STRD",4,"148TH ST / KING GEORGE BOULEVARD STRD Surrey"
"9061",-122.8080538,49.0416136,"14900 21B AVE",4,"14900 21B AVE Surrey"
"9062",-122.8094922,49.0431745,"14900 22A AVE",4,"14900 22A AVE Surrey"
"9063",-122.8106205,49.0437504,"14900 23RD AVE",4,"14900 23RD AVE Surrey"
"9064",-122.8094475,49.0601403,"14900 32ND AVE DVRS",4,"14900 32ND AVE DVRS Surrey"
"9065",-122.8102855,49.2043652,"14900 BLACKBIRD CRES",4,"14900 BLACKBIRD CRES Surrey"
"9066",-122.8079618,49.2001294,"14900 BLUEBIRD CRES",4,"14900 BLUEBIRD CRES Surrey"
"9067",-122.8077156,49.191536,"149A ST / 104TH AVE",4,"149A ST / 104TH AVE Surrey"
"9068",-122.8092052,49.1690048,"149TH ST / FRASER HWY",4,"149TH ST / FRASER HWY Surrey"
"9069",-122.8592547,49.0294547,"1500 131ST ST",4,"1500 131ST ST Surrey"
"9070",-122.8527843,49.029594,"1500 133A ST",4,"1500 133A ST Surrey"
"9071",-122.8040353,49.0523677,"15000 27B AVE",4,"15000 27B AVE Surrey"
"9072",-122.806806,49.065846,"15000 35TH AVE",4,"15000 35TH AVE Surrey"
"9073",-122.7811365,49.1602399,"15000 86A AVE",4,"15000 86A AVE Surrey"
"9074",-122.8066549,49.1784566,"15000 97TH AVE",4,"15000 97TH AVE Surrey"
"9075",-122.8067416,49.0456247,"150TH ST / 24TH AVE",4,"150TH ST / 24TH AVE Surrey"
"9076",-122.8065779,49.1282986,"150TH ST / 69TH AVE",4,"150TH ST / 69TH AVE Surrey"
"9077",-122.8036449,49.191257,"15100  104TH AVE",4,"15100  104TH AVE Surrey"
"9078",-122.830292,49.0448049,"15100 23A AVE",4,"15100 23A AVE Surrey"
"9079",-122.8039459,49.1241933,"15100 67TH AVE",4,"15100 67TH AVE Surrey"
"9080",-122.8513404,49.1886676,"15200 102A AVE",4,"15200 102A AVE Surrey"
"9081",-122.7997733,49.0413339,"15200 21B AVE",4,"15200 21B AVE Surrey"
"9082",-122.7994073,49.148133,"15200 80TH AVE",4,"15200 80TH AVE Surrey"
"9083",-122.8654651,49.157021,"15200 85TH AVE",4,"15200 85TH AVE Surrey"
"9084",-122.8014076,49.1682836,"15200 91ST AVE",4,"15200 91ST AVE Surrey"
"9085",-122.8827492,49.1795585,"15200 97A AVE",4,"15200 97A AVE Surrey"
"9086",-122.799716,49.162881,"152A ST / 88TH AVE",4,"152A ST / 88TH AVE Surrey"
"9087",-122.8009156,49.1166595,"152ND ST / 62A AVE",4,"152ND ST / 62A AVE Surrey"
"9088",-122.7984275,49.0344699,"15300 18TH AVE",4,"15300 18TH AVE Surrey"
"9089",-122.7983761,49.1523704,"15300 82A AVE",4,"15300 82A AVE Surrey"
"9090",-122.8486803,49.1710213,"15300 92ND AVE",4,"15300 92ND AVE Surrey"
"9091",-122.7985188,49.1094888,"15300 KETTLE CRES N",4,"15300 KETTLE CRES N Surrey"
"9092",-122.7970174,49.1043336,"153RD ST / 56TH AVE",4,"153RD ST / 56TH AVE Surrey"
"9093",-122.7984541,49.1519019,"153RD ST / 82ND AVE",4,"153RD ST / 82ND AVE Surrey"
"9094",-122.7948081,49.2040669,"15400 111TH AVE",4,"15400 111TH AVE Surrey"
"9095",-122.7949675,49.0363354,"15400 19TH AVE",4,"15400 19TH AVE Surrey"
"9096",-122.7954624,49.0505123,"15400 27TH AVE",4,"15400 27TH AVE Surrey"
"9097",-122.796797,49.0644222,"15400 34A AVE",4,"15400 34A AVE Surrey"
"9098",-122.813352,49.145933,"15400 79TH AVE",4,"15400 79TH AVE Surrey"
"9099",-122.7952454,49.1501278,"15400 81ST AVE",4,"15400 81ST AVE Surrey"
"9100",-122.795106,49.155521,"154A ST / 84TH AVE",4,"154A ST / 84TH AVE Surrey"
"9101",-122.795694,49.033827,"154TH ST / 17A AVE",4,"154TH ST / 17A AVE Surrey"
"9102",-122.795701,49.170118,"154TH ST / 92ND AVE",4,"154TH ST / 92ND AVE Surrey"
"9103",-122.7957187,49.1956569,"154TH ST / GUILDFORD DR",4,"154TH ST / GUILDFORD DR Surrey"
"9104",-122.8680184,49.1419575,"15500 76A AVE",4,"15500 76A AVE Surrey"
"9105",-122.7927734,49.168941,"15500 91A AVE",4,"15500 91A AVE Surrey"
"9106",-122.789779,49.1453094,"15600 78A AVE",4,"15600 78A AVE Surrey"
"9107",-122.7900593,49.1498774,"15600 81ST AVE",4,"15600 81ST AVE Surrey"
"9108",-122.790114,49.168342,"15600 91ST AVE",4,"15600 91ST AVE Surrey"
"9109",-122.7900066,49.1742131,"15600 94A AVE",4,"15600 94A AVE Surrey"
"9110",-122.78866,49.162796,"156A ST / 88TH AVE",4,"156A ST / 88TH AVE Surrey"
"9111",-122.7903,49.0492358,"156TH ST / 26TH AVE",4,"156TH ST / 26TH AVE Surrey"
"9112",-122.790088,49.148252,"156TH ST / 80TH AVE",4,"156TH ST / 80TH AVE Surrey"
"9113",-122.790046,49.1735208,"156TH ST / 94TH AVE",4,"156TH ST / 94TH AVE Surrey"
"9114",-122.7867347,49.2040886,"15700 111TH AVE",4,"15700 111TH AVE Surrey"
"9115",-122.8664103,49.2098528,"15700 114TH AVE",4,"15700 114TH AVE Surrey"
"9116",-122.7874672,49.0455255,"15700 24TH AVE",4,"15700 24TH AVE Surrey"
"9117",-122.7879847,49.0601093,"15700 32ND AVE",4,"15700 32ND AVE Surrey"
"9118",-122.7844317,49.0308706,"15800 16TH AVE",4,"15800 16TH AVE Surrey"
"9119",-122.7844105,49.1698754,"15800 92ND AVE",4,"15800 92ND AVE Surrey"
"9120",-122.698608,49.173379,"15800 94TH AVE",4,"15800 94TH AVE Surrey"
"9121",-122.7849864,49.1777165,"15800 96A AVE",4,"15800 96A AVE Surrey"
"9122",-122.78406,49.041649,"15800 SUFFOLK RD",4,"15800 SUFFOLK RD Surrey"
"9123",-122.7843008,49.1948729,"158TH ST / 108TH AVE",4,"158TH ST / 108TH AVE Surrey"
"9124",-122.7846388,49.0492481,"158TH ST / 26TH AVE",4,"158TH ST / 26TH AVE Surrey"
"9125",-122.7846933,49.0528131,"158TH ST / 28TH AVE",4,"158TH ST / 28TH AVE Surrey"
"9126",-122.78445,49.155425,"158TH ST / 84TH AVE",4,"158TH ST / 84TH AVE Surrey"
"9127",-122.7808749,49.1847099,"15900 100A AVE",4,"15900 100A AVE Surrey"
"9128",-122.781588,49.188391,"15900 102A AVE",4,"15900 102A AVE Surrey"
"9129",-122.8543811,49.0375271,"15900 19A AVE",4,"15900 19A AVE Surrey"
"9130",-122.781622,49.151839,"159TH ST / 82ND AVE",4,"159TH ST / 82ND AVE Surrey"
"9131",-122.781619,49.153638,"159TH ST / 83RD AVE",4,"159TH ST / 83RD AVE Surrey"
"9132",-122.7819977,49.1602435,"159TH ST / 86A AVE",4,"159TH ST / 86A AVE Surrey"
"9133",-122.845414,49.031232,"1600 136TH ST",4,"1600 136TH ST Surrey"
"9134",-122.8264524,49.0317376,"1600 142B ST",4,"1600 142B ST Surrey"
"9135",-122.7790663,49.2040417,"16000 111TH AVE",4,"16000 111TH AVE Surrey"
"9136",-122.778697,49.206061,"16000 112TH AVE",4,"16000 112TH AVE Surrey"
"9137",-122.7788634,49.0746116,"16000 40TH AVE",4,"16000 40TH AVE Surrey"
"9138",-122.7791262,49.1044216,"16000 56TH AVE",4,"16000 56TH AVE Surrey"
"9139",-122.7803215,49.1758898,"16000 95A AVE",4,"16000 95A AVE Surrey"
"9140",-122.7783741,49.1827966,"16000 99TH AVE",4,"16000 99TH AVE Surrey"
"9141",-122.7785831,49.1870569,"160TH ST / 101A AVE",4,"160TH ST / 101A AVE Surrey"
"9142",-122.7789258,49.1682856,"160TH ST / 91ST AVE",4,"160TH ST / 91ST AVE Surrey"
"9143",-122.7791963,49.0326625,"160TH ST / LILAC DR",4,"160TH ST / LILAC DR Surrey"
"9144",-122.7744408,49.1985747,"16100 108TH AVE",4,"16100 108TH AVE Surrey"
"9145",-122.7763694,49.02361,"16100 12TH AVE",4,"16100 12TH AVE Surrey"
"9146",-122.7765962,49.0522049,"16100 27B AVE",4,"16100 27B AVE Surrey"
"9147",-122.7951271,49.0579982,"16100 31ST AVE",4,"16100 31ST AVE Surrey"
"9148",-122.7758622,49.1038543,"16100 56TH AVE",4,"16100 56TH AVE Surrey"
"9149",-122.7758247,49.1601872,"16100 86B AVE",4,"16100 86B AVE Surrey"
"9150",-122.7745778,49.1612806,"16100 87TH AVE",4,"16100 87TH AVE Surrey"
"9151",-122.7738181,49.1978798,"16100 SPRINGSIDE CRT",4,"16100 SPRINGSIDE CRT Surrey"
"9152",-122.7760129,49.1627785,"161ST ST / 88TH AVE",4,"161ST ST / 88TH AVE Surrey"
"9153",-122.7729621,49.20227,"16200 110TH AVE",4,"16200 110TH AVE Surrey"
"9154",-122.7731349,49.0274495,"16200 14TH AVE",4,"16200 14TH AVE Surrey"
"9155",-122.7728078,49.059189,"16200 31ST AVE",4,"16200 31ST AVE Surrey"
"9156",-122.7720055,49.1098002,"16200 59TH AVE",4,"16200 59TH AVE Surrey"
"9157",-122.7702529,49.1995667,"16300 108A AVE",4,"16300 108A AVE Surrey"
"9158",-122.7702504,49.2023143,"16300 110TH AVE",4,"16300 110TH AVE Surrey"
"9159",-122.770649,49.1044059,"16300 56TH AVE",4,"16300 56TH AVE Surrey"
"9160",-122.7687655,49.163783,"16300 88A AVE",4,"16300 88A AVE Surrey"
"9161",-122.7706206,49.173523,"16300 94TH AVE",4,"16300 94TH AVE Surrey"
"9162",-122.7704577,49.0672645,"16300 HIGH PARK AVE",4,"16300 HIGH PARK AVE Surrey"
"9163",-122.7709763,49.0663575,"16300 MORGAN CREEK CRES",4,"16300 MORGAN CREEK CRES Surrey"
"9164",-122.8690123,49.0486569,"16400 25A AVE",4,"16400 25A AVE Surrey"
"9165",-122.8246692,49.156438,"16400 84A AVE",4,"16400 84A AVE Surrey"
"9166",-122.768722,49.157378,"16400 85TH AVE",4,"16400 85TH AVE Surrey"
"9167",-122.767655,49.109604,"16400 BELL RD",4,"16400 BELL RD Surrey"
"9168",-122.7677574,49.1041539,"164TH ST / 64TH AVE",4,"164TH ST / 64TH AVE Surrey"
"9169",-122.7677425,49.1701269,"164TH ST / 92ND AVE",4,"164TH ST / 92ND AVE Surrey"
"9170",-122.7655145,49.0201997,"16500 10TH AVE",4,"16500 10TH AVE Surrey"
"9171",-122.7647436,49.1076131,"16500 57TH AVE",4,"16500 57TH AVE Surrey"
"9172",-122.7668595,49.1081589,"16500 58TH AVE",4,"16500 58TH AVE Surrey"
"9173",-122.7638343,49.1434709,"16500 77A AVE",4,"16500 77A AVE Surrey"
"9174",-122.7640116,49.142777,"16500 77TH AVE",4,"16500 77TH AVE Surrey"
"9175",-122.7611048,49.0435641,"16600 23RD AVE",4,"16600 23RD AVE Surrey"
"9176",-122.7624969,49.0529502,"16600 28TH AVE",4,"16600 28TH AVE Surrey"
"9177",-122.7624145,49.1179946,"166TH ST / 63B AVE",4,"166TH ST / 63B AVE Surrey"
"9178",-122.8023013,49.1190096,"166TH ST / 64TH AVENUE STRD",4,"166TH ST / 64TH AVENUE STRD Surrey"
"9179",-122.7586088,49.0290188,"16700 15TH AVE",4,"16700 15TH AVE Surrey"
"9180",-122.75958,49.0397256,"16700 21ST AVE",4,"16700 21ST AVE Surrey"
"9181",-122.7052318,49.0472296,"16700 25TH AVE",4,"16700 25TH AVE Surrey"
"9182",-122.7593779,49.0549618,"16700 NORTHVIEW CRES",4,"16700 NORTHVIEW CRES Surrey"
"9183",-122.7601249,49.1180478,"167TH ST / 63B AVE",4,"167TH ST / 63B AVE Surrey"
"9184",-122.8353771,49.1942055,"16800 105A AVE",4,"16800 105A AVE Surrey"
"9185",-122.7569039,49.1536309,"16800 83RD AVE",4,"16800 83RD AVE Surrey"
"9186",-122.7569665,49.0529984,"168TH ST / 28TH AVE",4,"168TH ST / 28TH AVE Surrey"
"9187",-122.7566926,49.1707214,"168TH ST / 92A AVE",4,"168TH ST / 92A AVE Surrey"
"9188",-122.756645,49.1750496,"168TH ST / 94A AVE",4,"168TH ST / 94A AVE Surrey"
"9189",-122.7565372,49.1573571,"168TH ST / GREENWAY DR",4,"168TH ST / GREENWAY DR Surrey"
"9190",-122.7543664,49.0269638,"16900 14TH AVE",4,"16900 14TH AVE Surrey"
"9191",-122.7541643,49.1077874,"16900 58TH AVE",4,"16900 58TH AVE Surrey"
"9192",-122.7549667,49.1438285,"16900 77A AVE",4,"16900 77A AVE Surrey"
"9193",-122.7811365,49.1602399,"16900 86A AVE",4,"16900 86A AVE Surrey"
"9194",-122.7540244,49.1571892,"16900 GREENWAY DR",4,"16900 GREENWAY DR Surrey"
"9195",-122.7956989,49.0311245,"16TH AVE / 154TH ST",4,"16TH AVE / 154TH ST Surrey"
"9196",-122.751572,49.031131,"16TH AVE / 170TH ST",4,"16TH AVE / 170TH ST Surrey"
"9197",-122.7332321,49.0311967,"16TH AVE / 177TH ST",4,"16TH AVE / 177TH ST Surrey"
"9198",-122.8328493,49.0330838,"1700 140A ST",4,"1700 140A ST Surrey"
"9199",-122.8307393,49.0325811,"1700 141A ST",4,"1700 141A ST Surrey"
"9200",-122.7347465,49.032977,"1700 176TH ST",4,"1700 176TH ST Surrey"
"9201",-122.8513404,49.1886676,"17000 102A AVE",4,"17000 102A AVE Surrey"
"9202",-122.7506609,49.1913714,"17000 104TH AVE",4,"17000 104TH AVE Surrey"
"9203",-122.7516222,49.0596717,"17000 32ND AVE",4,"17000 32ND AVE Surrey"
"9204",-122.7515613,49.1553454,"17000 84TH AVE",4,"17000 84TH AVE Surrey"
"9205",-122.7510363,49.1453142,"170TH ST / FRASER HWY",4,"170TH ST / FRASER HWY Surrey"
"9206",-122.747712,49.1906263,"17100 103A AVE",4,"17100 103A AVE Surrey"
"9207",-122.7480483,49.1172044,"17100 63RD AVE",4,"17100 63RD AVE Surrey"
"9208",-122.7475204,49.1552377,"17100 84TH AVE",4,"17100 84TH AVE Surrey"
"9209",-122.7485909,49.1597092,"17100 GREENWAY DR",4,"17100 GREENWAY DR Surrey"
"9210",-122.802211,49.0325846,"1711 152ND ST",4,"1711 152ND ST Surrey"
"9211",-122.7449304,49.0027727,"17200 0A AVE",4,"17200 0A AVE Surrey"
"9212",-122.7449026,49.0034226,"17200 0B AVE",4,"17200 0B AVE Surrey"
"9213",-122.741211,49.0021827,"17200 0TH AVE",4,"17200 0TH AVE Surrey"
"9214",-122.8275728,49.1148398,"17200 61B AVE",4,"17200 61B AVE Surrey"
"9215",-122.7463548,49.009385,"172ND ST / 2ND AVE",4,"172ND ST / 2ND AVE Surrey"
"9216",-122.7459503,49.0601241,"172ND ST / 32ND AVE",4,"172ND ST / 32ND AVE Surrey"
"9217",-122.745886,49.1481093,"172ND ST / 80TH AVE",4,"172ND ST / 80TH AVE Surrey"
"9218",-122.745933,49.155198,"172ND ST / 84TH AVE",4,"172ND ST / 84TH AVE Surrey"
"9219",-122.741211,49.0021827,"17300 0TH AVE",4,"17300 0TH AVE Surrey"
"9220",-122.7437624,49.0409583,"17300 21A AVE",4,"17300 21A AVE Surrey"
"9221",-122.745721,49.0440569,"17300 23RD AVE",4,"17300 23RD AVE Surrey"
"9222",-122.7431942,49.0581247,"17300 31ST AVE",4,"17300 31ST AVE Surrey"
"9223",-122.806767,49.1058923,"17300 57TH AVE",4,"17300 57TH AVE Surrey"
"9224",-122.7208861,49.1177038,"17300 63A AVE",4,"17300 63A AVE Surrey"
"9225",-122.7425125,49.189332,"17300 ABBEY DR",4,"17300 ABBEY DR Surrey"
"9226",-122.7399387,49.1857924,"17400 101ST AVE",4,"17400 101ST AVE Surrey"
"9227",-122.7403295,49.0309298,"17400 16TH AVE",4,"17400 16TH AVE Surrey"
"9228",-122.738381,49.052771,"17500 28TH AVE",4,"17500 28TH AVE Surrey"
"9229",-122.737906,49.0891432,"17500 48TH AVE",4,"17500 48TH AVE Surrey"
"9230",-122.7365163,49.1068861,"17500 57A AVE",4,"17500 57A AVE Surrey"
"9231",-122.7376842,49.1698142,"17500 92ND AVE",4,"17500 92ND AVE Surrey"
"9232",-122.7376933,49.0561368,"17500 HILLVIEW PL",4,"17500 HILLVIEW PL Surrey"
"9233",-122.73371,49.1068969,"176A ST / 57A AVE",4,"176A ST / 57A AVE Surrey"
"9234",-122.800733,49.18464,"176TH ST / 100TH AVE",4,"176TH ST / 100TH AVE Surrey"
"9235",-122.734962,49.108707,"176TH ST / 58A AVE",4,"176TH ST / 58A AVE Surrey"
"9236",-122.7350025,49.1040924,"176TH ST / BARNSTON DR E",4,"176TH ST / BARNSTON DR E Surrey"
"9237",-122.7338695,49.1914115,"17700 104TH AVE",4,"17700 104TH AVE Surrey"
"9238",-122.7318366,49.1088845,"17719 58A AVE",4,"17719 58A AVE Surrey"
"9239",-122.7296242,49.1027908,"17780 56TH AVE",4,"17780 56TH AVE Surrey"
"9240",-122.7306966,49.1870666,"177A ST / 101A AVE",4,"177A ST / 101A AVE Surrey"
"9241",-122.730313,49.108693,"177B ST / 58A AVE",4,"177B ST / 58A AVE Surrey"
"9242",-122.8699623,49.1304466,"17800 70A AVE",4,"17800 70A AVE Surrey"
"9243",-122.727321,49.0741646,"17900 40TH AVE",4,"17900 40TH AVE Surrey"
"9244",-122.726894,49.111465,"17900 60TH AVE",4,"17900 60TH AVE Surrey"
